gvkey,datadate,conm,tic,cusip,dldte,dlrsn
61557,2010/1/4,ADVENT SOFTWARE INC,ADVS,7974108,2015/7/9,1
165734,2010/1/4,AVENTINE RENEWABLE ENERGY,AVRNQ,05356X403,2015/7/9,1
184057,2010/3/31,MERU NETWORKS INC,MERU,59047Q103,2015/7/9,1
23752,2010/1/4,PEOPLES BANCORP AUBURN IN,PBNI,709788202,2015/7/8,1
61589,2010/1/4,MEADOWBROOK INS GROUP INC,MIG.2,58319P108,2015/7/8,1
174133,2010/1/4,LEGACY OIL PLUS GAS INC,LEG.,524701505,2015/7/7,1
11446,2010/1/4,MEADWESTVACO CORP,MWV,583334107,2015/7/2,1
62245,2010/1/4,VALLEY FINANCIAL CORP,VYFC,919629105,2015/7/2,1
64165,2010/1/4,IGATE CORP,IGTE,45169U105,2015/7/2,1
163586,2010/1/4,HORIZON LINES INC,HRZL,44044K309,2015/7/2,1
163948,2010/1/4,DRESSER-RAND GROUP INC,DRC,261608103,2015/7/2,1
165053,2010/1/4,DOVER SADDLERY INC,DOVR,260412101,2015/7/2,1
62766,2010/1/4,HUDSON VALLEY HOLDING CORP,HVB,444172100,2015/7/1,1
105902,2010/1/4,CITIZENS NATL BANCORP INC,CTZR,174768101,2015/7/1,1
143910,2010/1/4,BRIDGE CAPITAL HOLDINGS,BBNK,108030107,2015/7/1,1
163673,2010/1/4,HERITAGE FINANCIAL GP INC,HBOS,42726X102,2015/7/1,1
11286,2010/1/4,COVER-ALL TECHNOLOGIES INC,COVR,222892101,2015/6/29,1
178144,2010/1/4,CORNERSTONE PROGRESIVE RT FD,CFP,21925C200,2015/6/29,1
178538,2010/1/4,ZEP INC,ZEP,98944B108,2015/6/26,1
140243,2010/1/4,MEGA PRECIOUS METALS INC,MGP.,58516L108,2015/6/25,1
145106,2010/1/4,ALLANA POTASH CORP,AAA.2,16735102,2015/6/25,1
184464,2010/3/9,SUNWARD RESOURCES LTD,SWD.,86802T105,2015/6/25,1
65238,2010/1/4,RIDLEY INC,RCL.,765907100,2015/6/24,1
163839,2010/1/4,COMMUNITY NATIONAL BANK/NY,3CBNY,20375W104,2015/6/24,1
176302,2010/1/4,ROCKCLIFF RESOURCES INC,RCR.1,772885208,2015/6/24,1
12734,2010/1/4,LYRIS INC,LYRI,55235L203,2015/6/23,1
183920,2010/1/4,AOL INC,AOL,00184X105,2015/6/23,1
62972,2010/1/4,BANK KY FINANCIAL CORP,BKYF,62896105,2015/6/22,1
160331,2010/1/4,URANERZ ENERGY CORP,URZ,91688T104,2015/6/22,1
174473,2010/1/4,ARTHA RESOURCES CORP,AHC.3,04313W202,2015/6/22,1
22216,2010/1/4,NATIONAL BANCSHARES CORP/OH,NBOH,632592101,2015/6/19,1
157080,2010/1/4,REVETT MINING CO INC,RVM,761505205,2015/6/17,1
147175,2010/1/4,LORILLARD INC,LO,544147101,2015/6/15,1
160183,2010/1/4,LIFE TIME FITNESS INC,LTM.2,53217R207,2015/6/11,1
165134,2010/1/4,SOLTORO LTD,SOL.1,83437F105,2015/6/11,1
3556,2010/1/4,COURIER CORP,CRRC,222660102,2015/6/9,1
165523,2010/1/4,ARCAN RESOURCES LTD,ARN.,39252101,2015/6/9,1
17104,2010/1/4,NUVEEN N Y PERFORM PLUS MUN,NNP,67062R104,2015/6/8,1
142936,2010/1/4,NUVEEN NY DIV ADV MUN FD II,NXK,67070A101,2015/6/8,1
158791,2010/1/4,PROCERA NETWORKS INC,PKT,74269U203,2015/6/8,1
133346,2010/2/17,VIASYSTEMS GROUP INC,VIAS,92553H803,2015/6/1,1
144103,2010/1/4,NEWSTRIKE CAPITAL INC,NES.,652507104,2015/5/29,1
64494,2010/1/4,CANGOLD LTD,CLD.,137588109,2015/5/28,1
183755,2010/1/4,CULLEN AGRICULTURAL HOLDING,CAGZ,229894100,2015/5/28,1
61448,2010/1/4,PHARMACYCLICS INC,PCYC,716933106,2015/5/27,1
176781,2010/1/4,ARUBA NETWORKS INC,ARUN,43176106,2015/5/20,1
157415,2010/1/4,TRW AUTOMOTIVE HOLDINGS CORP,TRW,87264S106,2015/5/15,1
23616,2010/1/4,ADVANCED PHOTONIX INC  -CL A,API.1,7.54E+109,2015/5/11,1
14316,2010/1/4,TALISMAN ENERGY INC,TLM,8.74E+107,2015/5/8,1
66647,2010/1/4,CALLINAN ROYALTIES CORP,CAA.,13124H106,2015/5/8,1
4340,2010/1/4,EMULEX CORP,ELX,292475209,2015/5/5,1
178943,2010/1/4,ENTROPIC COMMUNICATIONS INC,ENTR.1,29384R105,2015/5/1,1
66291,2010/1/4,ESTRELLA GOLD CORP,EST.,29758X100,2015/4/30,1
165699,2010/1/4,REGENCY ENERGY PARTNERS LP,RGP.,75885Y107,2015/4/30,1
24803,2010/1/4,VITESSE SEMICONDUCTOR CORP,VTSS,928497304,2015/4/29,1
176762,2010/1/4,CMS BANCORP INC,CMSB,12600U102,2015/4/29,1
174317,2010/1/4,RIVERBED TECHNOLOGY INC,RVBD,768573107,2015/4/28,1
184168,2010/1/21,ARTEK EXPLORATION LTD,RTK.,43004100,2015/4/22,1
176479,2010/1/4,HAMPDEN BANCORP INC,HBNK,4.09E+111,2015/4/20,1
176750,2010/1/4,PROVIDENCE RESOURCES CORP,PV.,743786105,2015/4/15,1
10374,2010/1/4,PULSE ELECTRONICS CORP,PULS.1,74586W205,2015/4/14,1
123214,2010/1/4,BLACKROCK PA STRATEGIC MUNI,BPS,09248R103,2015/4/13,1
107898,2010/1/4,RIO ALTO MINING LTD,RIO.1,76689T104,2015/4/8,1
6097,2010/1/4,INTL GAME TECHNOLOGY,IGT.1,459902102,2015/4/7,1
28298,2010/1/4,AINSWORTH LUMBER CO LTD,ANS.,8914202,2015/4/6,1
107320,2010/1/4,MRRM INC,MRR.,553474107,2015/4/6,1
62977,2010/1/4,SALIX PHARMACEUTICALS LTD,SLXP,795435106,2015/4/2,1
163926,2010/1/4,COLONIAL FINANCIAL SVCS INC,COBK,19566B101,2015/4/2,1
12478,2010/1/4,JOURNAL COMMUNICATIONS INC,JRN,481130102,2015/4/1,1
150179,2010/1/4,MONARCH COMMUNITY BANCORP,MCBF,609045208,2015/4/1,1
164004,2010/1/4,NITRO PETROLEUM INC,NTRO,6.55E+307,2015/3/27,1
27826,2010/1/4,BOULDER TOTAL RETURN FUND,BTF.1,101541100,2015/3/25,1
14705,2010/1/4,FIRST OPPORTUNITY FUND INC,FOFI,33587T108,2015/3/23,1
151621,2010/1/4,DENALI FUND INC,DNY,24823A102,2015/3/23,1
183257,2010/1/4,CAREFUSION CORP,CFN,14170T101,2015/3/18,1
15708,2010/1/4,ALLERGAN INC,AGN.2,18490102,2015/3/17,1
31392,2010/1/4,PANTRY INC,PTRY,698657103,2015/3/17,1
151708,2010/1/4,BROOKFIELD RESIDENTIAL PPTYS,BRP.2,11283W104,2015/3/17,1
107498,2010/1/4,MURGOR RESOURCES INC,MGR.4,62660P402,2015/3/13,1
163772,2010/1/4,SPANSION INC,SPSNQ,84649R101,2015/3/13,1
11748,2010/1/4,PENFORD CORP,PENX,707051108,2015/3/12,1
28648,2010/1/4,PETSMART INC,PETM,716768106,2015/3/12,1
66683,2010/1/4,CORGENIX MEDICAL CORP,CONX.1,218724201,2015/3/11,1
124599,2010/1/4,SILICON IMAGE INC,SIMG,82705T102,2015/3/11,1
3031,2010/1/4,CHYRONHEGO CORP,CHYR,171607104,2015/3/10,1
163904,2010/1/4,CARFINCO FINANCIAL GROUP INC,CFN.,14178Y102,2015/3/10,1
63723,2010/1/4,NB & T FINANCIAL GROUP INC,NBTF,62874M104,2015/3/9,1
65723,2010/1/4,SIUSLAW FINANCIAL GP INC,SFGP,829890102,2015/3/9,1
148414,2010/1/4,PLATINUM UNDERWRITERS HLDG,PTP,G7127P100,2015/3/3,1
144097,2010/1/4,ATLAS PIPELINE PARTNER LP,APL,49392103,2015/3/2,1
158414,2010/1/4,SIMPLICITY BANCORP INC,SMPL.1,828867101,2015/3/2,1
163893,2010/1/4,MWI VETERINARY SUPPLY,MWIV,55402X105,2015/2/25,1
30255,2010/1/4,NPS PHARMACEUTICALS INC,NPSP,62936P103,2015/2/24,1
21897,2010/1/4,VIRGINIA MINES INC,VGQ.,927864108,2015/2/19,1
64162,2010/1/4,COVANCE INC,CVD,222816100,2015/2/19,1
116596,2010/1/4,VALLEY COMMUNITY BANK/CA,VCBC,919513101,2015/2/18,1
174118,2010/1/4,VOLCANO CORP,VOLC,928645100,2015/2/18,1
63640,2010/1/4,PEERLESS SYSTEMS CORP,PRLS,705536100,2015/2/13,1
113362,2010/1/4,DIGITAL RIVER INC,DRIV.1,25388B104,2015/2/13,1
13174,2010/1/4,TGC INDUSTRIES INC,TGE.3,872417308,2015/2/12,1
22306,2010/1/4,ESB FINANCIAL CORP,ESBF,26884F102,2015/2/11,1
65971,2010/1/4,INTERVEST BANCSHARES CORP,IBCA.1,460927106,2015/2/11,1
21496,2010/1/4,ORBITAL SCIENCES CORP,ORB,685564106,2015/2/10,1
62460,2010/1/4,CIMATRON LTD,CIMT,M23798107,2015/2/10,1
62602,2010/1/4,SAPIENT CORP,SAPE,803062108,2015/2/9,1
113897,2010/1/4,GREATER SACRAMENTO BANCORP,GSCB,39233Q109,2015/2/4,1
130200,2010/1/4,GENTIVA HEALTH SERVICES INC,GTIV,37247A102,2015/2/3,1
176291,2010/1/4,SKILLED HEALTHCARE GROUP INC,SKH,83066R107,2015/2/3,1
8789,2010/1/4,PROTECTIVE LIFE CORP,PL.,743674103,2015/2/2,1
15331,2010/1/4,BTU INTERNATIONAL INC,BTUI,56032105,2015/2/2,1
1682,2010/1/4,APCO OIL AND GAS INTL INC,APAGF,G0471F109,2015/1/30,1
9359,2010/1/4,SAFEWAY INC,SWY,786514208,2015/1/30,1
160272,2010/1/4,AUXILIUM PHARMA INC,AUXL,05334D107,2015/1/30,1
180127,2010/1/4,PAN AFRICAN OIL LTD,PAO.,697744100,2015/1/29,1
63922,2010/1/4,NET SERVICOS COMUNICACAO SA,NETC.1,64109T201,2015/1/28,1
177264,2010/1/4,COVIDIEN PLC,COV,G2554F113,2015/1/27,1
118126,2010/1/4,MICROFINANCIAL INC,MFI.3,595072109,2015/1/26,1
29304,2010/1/4,ELECSYS CORP,ESYS,28473M100,2015/1/23,1
63866,2010/1/4,CUBIST PHARMACEUTICALS INC,CBST,229678107,2015/1/23,1
175679,2010/1/4,DULUTH METALS LTD,DM.6,26443R100,2015/1/23,1
112624,2010/1/4,ACTUATE CORP,BIRT,00508B102,2015/1/20,1
29607,2010/1/4,GLIMCHER REALTY TRUST,GRT,379302102,2015/1/16,1
6109,2010/1/4,INTL RECTIFIER CORP,IRF,460254105,2015/1/14,1
21776,2010/1/4,AVANIR PHARMACEUTICALS INC,AVNR,05348P401,2015/1/14,1
108604,2010/1/4,HYPERION EXPLORATION CORP,HYX.,449140102,2015/1/14,1
162957,2010/1/4,ROCKWOOD HOLDINGS INC,ROC.3,774415103,2015/1/13,1
10884,2010/1/4,CHIQUITA BRANDS INTL INC,CQB,170032809,2015/1/7,1
115082,2010/1/4,GEORGIA CAROLINA BANCSHARES,GECR,373145101,2015/1/6,1
176068,2010/1/4,WORLD ENERGY SOLUTIONS INC,XWES,98145W208,2015/1/6,1
16824,2010/1/4,FIRST FINANCIAL SERVICE CORP,FFKY,32022D108,2015/1/5,1
107639,2010/1/4,BAYFIELD VENTURES CORP,BYV.,72777105,2015/1/5,1
24547,2010/1/4,SWS GROUP INC,SWS,78503N107,2015/1/2,1
29386,2010/1/4,TRIQUINT SEMICONDUCTOR INC,TQNT,89674K103,2015/1/2,1
124438,2010/1/4,TITAN ENERGY WORLDWIDE INC,TEWI,88828R204,2015/1/2,1
156975,2010/1/4,MAINSTREET BANKSHARES INC,MREE,5.61E+109,2015/1/2,1
175060,2010/1/4,US SILVER & GOLD INC,USA.1,90346L107,2015/1/2,1
140030,2010/1/4,OPLINK COMMUNICATIONS INC,OPLK,68375Q403,2014/12/24,1
62107,2010/1/4,MULTIMEDIA GAMES HOLDING CO,MGAM.1,625453105,2014/12/22,1
148531,2010/1/4,LIN MEDIA LLC,LIN.1,532771102,2014/12/22,1
162861,2010/1/4,NUVEEN EQUITY PREMIUM OPP FD,JSN,6706EM102,2014/12/22,1
164009,2010/1/4,NUVEEN EQUITY PREMIUM ADV FD,JLA,6706ET107,2014/12/22,1
177534,2010/1/4,DOW 30 ENHANCED PREM INCOME,DPO,260537105,2014/12/22,1
273902,2010/1/4,PRIMARY ENERGY RECYCLING CP,PRI.,74158D700,2014/12/19,1
183268,2010/1/4,POLAR STAR MINING CORP,PSR.,73102N103,2014/12/18,1
184180,2010/1/21,OMNIAMERICAN BANCORP INC,OABC,68216R107,2014/12/18,1
26011,2010/1/4,COMPUWARE CORP,CPWR.1,205638109,2014/12/16,1
166366,2010/1/4,TIM HORTONS INC,THI,88706M103,2014/12/15,1
133547,2010/1/4,CONVERSANT INC,CNVR,21249J105,2014/12/11,1
149722,2010/1/4,CONTRANS GROUP INC,CSS.,21233T101,2014/12/11,1
107755,2010/1/4,KODIAK OIL & GAS CORP,KOG,50015Q100,2014/12/8,1
122061,2010/1/4,TIBCO SOFTWARE INC,TIBX,88632Q103,2014/12/8,1
160551,2010/1/4,BLACKROCK DIVIDEND INCOME TR,BQY,09250D109,2014/12/8,1
175619,2010/1/4,BLACKROCK REAL ASSET EQTY TR,BCF,09254B109,2014/12/8,1
178424,2010/1/4,BLACKROCK ECSLUTNS INVST TR,BQR,92546100,2014/12/8,1
116787,2010/1/4,CONCUR TECHNOLOGIES INC,CNQR,206708109,2014/12/5,1
160600,2010/1/4,SYMMETRY MEDICAL INC,SMA.2,871546206,2014/12/5,1
209521,2010/1/4,OCBC WING HANG BANK LTD,WGHGY,974112104,2014/12/5,1
4864,2010/1/4,FOSTER WHEELER AG,FWLT,H27178104,2014/12/4,1
178207,2010/1/4,AMERICAN CONSOL MINERALS CP,AJC.,02522U207,2014/12/4,1
64408,2010/1/4,OVERLAND STORAGE INC,OVRL,690310305,2014/12/3,1
175290,2010/1/4,1ST ENTERPRISE BANK,3FENB,32008C108,2014/12/2,1
183864,2010/1/4,CAYDEN RESOURCES INC,CYD.,149738106,2014/12/1,1
25627,2010/1/4,KINDER MORGAN ENERGY  -LP,KMP,494550106,2014/11/28,1
143640,2010/1/4,KINDER MORGAN MANAGEMENT LLC,KMR,49455U100,2014/11/28,1
178863,2010/1/4,EL PASO PIPELINE PARTNERS LP,EPB,283702108,2014/11/28,1
186012,2010/1/4,CURIS RESOURCES LTD,CUV.1,23127B105,2014/11/26,1
12075,2010/1/4,BALLY TECHNOLOGIES INC,BYI,05874B107,2014/11/25,1
174999,2010/1/4,NUVEEN GLOBAL INCOME OPRTNTS,JGG,67073C104,2014/11/24,1
177280,2010/1/4,NUVEEN DIVRSFD CURR OPP FUND,JGT,67090N109,2014/11/24,1
180568,2010/1/4,STREAM OIL & GAS LTD,SKO.,86323Y104,2014/11/21,1
2295,2010/1/4,BOLT TECHNOLOGY CORP,BOLT.1,97698104,2014/11/19,1
127614,2010/1/4,PETHEALTH INC,PTZ.,71638T305,2014/11/19,1
122674,2010/1/4,MOVE INC,MOVE.1,62458M207,2014/11/17,1
150802,2010/1/4,SANTA CLARA VALLEY BANK NA,SCVE,801678103,2014/11/17,1
23674,2010/1/4,NUVEEN N J INVT QUAL MUN FD,NQJ,670971100,2014/11/10,1
24806,2010/1/4,BLACKROCK INCOME OPP TR,BNA,92475102,2014/11/10,1
26051,2010/1/4,NUVEEN N J PREM INCM MUN FD,NNJ,67101N106,2014/11/10,1
147836,2010/1/4,NUVEEN NJ DIVID ADV MUN FD 2,NUJ,67071T109,2014/11/10,1
161902,2010/1/4,HUNTINGDON CAPITAL CORP,HNT.,44586V101,2014/11/10,1
62330,2010/1/4,EINSTEIN NOAH RESTAURANT GRP,BAGL,28257U104,2014/11/6,1
179247,2010/1/4,VIRGINIA HERITAGE BANK,VGBK,927819102,2014/11/4,1
28775,2010/1/4,XRS CORP,XRSC,983845108,2014/11/3,1
31489,2010/1/4,LSB FINANCIAL CORP,LSBI,501925101,2014/11/3,1
120359,2010/1/4,TW TELECOM INC,TWTC,87311L104,2014/11/3,1
133048,2010/1/4,INTERMOUNTAIN CMNTY BANCORP,IMCB.,45881M308,2014/11/3,1
155700,2010/1/4,NORTHWESTERN BANCORP INC,NWBM,667872105,2014/11/3,1
163633,2010/1/4,FEDFIRST FINANCIAL CORP,FFCO,31429C101,2014/11/3,1
175098,2010/1/4,BELL ALIANT INC,BA.,07786R204,2014/11/3,1
179586,2010/1/4,1ST UNITED BANCORP INC,FUBC,33740N105,2014/11/3,1
182383,2010/1/4,TRANSCEPT PHARMACEUTICALS,TSPT,89354M106,2014/10/31,1
30461,2010/1/4,TF FINANCIAL CORP,THRD.1,872391107,2014/10/27,1
120113,2010/1/4,LINKWELL CORP,LWLL,5357EP207,2014/10/27,1
151951,2010/1/4,CENTRIX BANK & TRUST,3CXBT,15640A101,2014/10/27,1
176353,2010/1/4,EVOQ PROPERTIES INC,EVOQ,300504107,2014/10/20,1
6995,2010/1/4,ENVENTIS CORP,ENVE,29402J101,2014/10/17,1
10813,2010/1/4,URS CORP,URS,903236107,2014/10/17,1
107281,2010/1/4,VAST EXPLORATION INC,VST.,92237U204,2014/10/17,1
12236,2010/1/4,MEASUREMENT SPECIALTIES INC,MEAS,583421102,2014/10/14,1
4128,2010/1/4,COBRA ELECTRONICS CORP,COBR,191042100,2014/10/9,1
28457,2010/1/4,AMERICAN MUN INCOME PTFL INC,XAA,27649102,2014/10/6,1
63814,2010/1/4,NORTH VALLEY BANCORP,NOVB,66304M204,2014/10/6,1
151199,2010/1/4,FIRST AMERN MN MUN INC FD II,MXN,31849P104,2014/10/6,1
176847,2010/1/4,DUNAV RESOURCES LTD,DNV.,264844101,2014/10/3,1
7205,2010/1/4,MEDICAL ACTION INDUSTRIES,MDCI,58449L100,2014/10/2,1
164624,2010/1/4,POKERTEK INC,PTEK,730864204,2014/10/2,1
18332,2010/1/4,FIRST CITIZENS BANCORP INC,FCBN,319460101,2014/10/1,1
133246,2010/1/4,INTERMUNE INC,ITMN,45884X103,2014/9/30,1
140169,2010/1/4,AUGUSTA RESOURCE CORP,AZC,50912203,2014/9/30,1
183580,2010/1/22,OBA FINANCIAL SERVICES INC,OBAF,67424G101,2014/9/22,1
160416,2010/1/4,TOWER GROUP INTL LTD,TWGP,G8988C105,2014/9/16,1
64653,2010/1/4,ELGIN MINING INC,ELG.,286401104,2014/9/12,1
7331,2010/1/4,MICROS SYSTEMS INC,MCRS,594901100,2014/9/9,1
24805,2010/1/4,AMERN STRATEGIC INCM PTF INC,ASP,30098107,2014/9/8,1
25597,2010/1/4,AMER STRATEGIC INCM PTFL II,BSP,30099105,2014/9/8,1
27947,2010/1/4,AMERN STRATEGIC INCM PTL III,CSP,03009T101,2014/9/8,1
28843,2010/1/4,AMERICAN SELECT PORTFOLIO,SLA,29570108,2014/9/8,1
108852,2010/1/4,WINALTA INC,WTA.,972907109,2014/9/5,1
2061,2010/1/4,BARRY (R G) CORP,DFZ,68798107,2014/9/4,1
273358,2010/1/4,COAST WHSL APPLIANCES INC,CWA.,19042K105,2014/9/3,1
19479,2010/1/4,ROCKPORT NATIONAL BANCORP,RPOR,773871108,2014/9/2,1
264726,2010/1/4,CADILLAC MINING CORP,CQX.1,127496107,2014/9/2,1
9411,2010/1/4,HILLSHIRE BRANDS CO,HSH,432589109,2014/8/29,1
165702,2010/1/4,SUSSER HOLDINGS CORP,SUSS,869233106,2014/8/29,1
25845,2010/1/4,MKTG INC,CMKG,60688K108,2014/8/28,1
139721,2010/1/4,VIRYANET LTD,VRYAF,M97540138,2014/8/28,1
177548,2010/1/4,BLF REAL ESTATE INVSTMNT TR,BLF.UN,05550X100,2014/8/28,1
264709,2010/1/4,DESIGN WITHIN REACH INC,DWRI,250557204,2014/8/28,1
180602,2010/1/4,LUMINA COPPER CORP,LCC.,55025N104,2014/8/22,1
25946,2010/1/4,SPORT CHALET INC,SPCHB,849163308,2014/8/20,1
150920,2010/1/4,DACHA STRATEGIC METALS INC,DSM.2,233407105,2014/8/20,1
108449,2010/1/4,TAYLOR CAPITAL GROUP INC,TAYC,876851106,2014/8/19,1
135987,2010/1/4,RUN OF RIVER POWER INC,ROR.,776243107,2014/8/19,1
179818,2010/1/4,VITACOST.COM INC,VITC.,92847A200,2014/8/19,1
10757,2010/1/4,UNS ENERGY CORP,UNS,903119105,2014/8/18,1
25906,2010/1/4,QUESTCOR PHARMACEUTICALS INC,QCOR,74835Y101,2014/8/15,1
160503,2010/1/4,ZIPREALTY INC,ZIPR,98974V107,2014/8/15,1
119493,2010/1/4,PLX TECHNOLOGY INC,PLXT,693417107,2014/8/13,1
154638,2010/1/4,HELIOS HIGH INCOME FUND INC,HIH,42327X204,2014/8/13,1
162276,2010/1/4,HELIOS ADVANTAGE INCM FD INC,HAV,42327W206,2014/8/13,1
165919,2010/1/4,HELIOS MULTI-SECT HI INCM FD,HMH.1,42327Y202,2014/8/13,1
264468,2010/1/4,HELIOS STRATEGIC INCM FD INC,HSA,42328A203,2014/8/13,1
12791,2010/1/4,BROADCAST INTERNATIONAL INC,BCST,11131M100,2014/8/12,1
178626,2010/1/4,CROCOTTA ENERGY INC,CTA.3,227045200,2014/8/12,1
14102,2010/1/4,NORDION INC,NDZ,65563C105,2014/8/11,1
177831,2010/1/4,GENESIS WORLDWIDE INC,GWW.H,371847203,2014/8/11,1
13964,2010/1/4,DIXONS RETAIL PLC,DSITY,255876104,2014/8/6,1
148169,2010/1/4,IDENIX PHARMACEUTICALS INC,IDIX,45166R204,2014/8/6,1
114037,2010/1/4,UNITED BANCORP INC/MI,3UBMI,90944L103,2014/8/1,1
61584,2010/1/4,EMERITUS CORP,ESC,291005106,2014/7/31,1
108482,2010/1/4,EQUAL ENERGY LTD,EQU,29390Q109,2014/7/31,1
4645,2010/1/4,SCHAWK INC  -CL A,SGK,806373106,2014/7/30,1
180025,2010/1/4,PRO-TECH INDUSTRIES INC,PTCK,74272G100,2014/7/29,1
182387,2010/1/4,OPENTABLE INC,OPEN.4,68372A104,2014/7/25,1
163927,2010/1/4,HITTITE MICROWAVE CORP,HITT,43365Y104,2014/7/23,1
163799,2010/1/4,SUROCO ENERGY INC,SRN.,868874108,2014/7/21,1
163987,2010/1/4,CBEYOND INC,CBEY,149847105,2014/7/21,1
178765,2010/1/4,GIANT INTERACTIVE GROUP -ADR,GA,374511103,2014/7/21,1
64661,2010/1/4,PNI DIGITAL MEDIA INC,3PNDMF,69351F106,2014/7/16,1
111532,2010/1/4,HASTINGS ENTERTAINMENT INC,HAST,418365102,2014/7/16,1
141466,2010/1/4,ALPINE AIR EXPRESS INC,APNX,02081R306,2014/7/14,1
142251,2010/1/4,INVESTORS CAPITAL HLDGS LTD,ICH,46147M108,2014/7/14,1
183357,2010/1/4,EAGLEWOOD ENERGY INC,EWD.,270046105,2014/7/14,1
65367,2010/1/4,WAYMAR RESOURCES LTD,WYM.,943902106,2014/7/11,1
108794,2010/1/4,WARNEX INC,WNX.H,934632209,2014/7/9,1
164024,2010/1/4,WELICHEM BIOTECH INC,WBI.,949451207,2014/7/9,1
184018,2010/1/25,CHINA HYDROELECTRIC CORP-ADR,CHC.WS,G2112E145,2014/7/9,1
65759,2010/1/4,ROYAL HOST INC,RYL.,78029T109,2014/7/8,1
179517,2010/1/4,WEST CIRQUE RESOURCES LTD,WCQ.,95210P100,2014/7/8,1
105438,2010/1/4,AMERICAN BONANZA GOLD CORP,BZA.,24638108,2014/7/7,1
126798,2010/1/4,360 VOX CORP,VOX.1,885578104,2014/7/7,1
165270,2010/1/4,TRANZEO WIRELESS TECH INC,TZT.H,894119106,2014/7/7,1
63434,2010/1/4,LAB-VOLT SYSTEMS INC,LVSY,505354100,2014/7/3,1
184961,2010/5/28,FURIEX PHARMACEUTICALS INC,FURX,36106P101,2014/7/3,1
10498,2010/1/4,TEXAS INDUSTRIES INC,TXI,882491103,2014/7/2,1
4843,2010/1/4,FOREST LABORATORIES  -CL A,FRX.1,345838106,2014/7/1,1
175380,2010/1/4,COMMUNITY NATL BK OF LAKEWAY,CNLA,20375S400,2014/7/1,1
153793,2010/1/4,CHELSEA THERAPEUTICS INTL,CHTP,163428105,2014/6/24,1
11694,2010/1/4,ZYGO CORP,ZIGO,989855101,2014/6/23,1
165435,2010/1/4,TORTOISE NORTH AMERN ENERGY,TYN,89147T103,2014/6/23,1
15014,2010/1/4,MCGRAW-HILL RYERSON LTD,MHR.,580650109,2014/6/19,1
30138,2010/1/4,JOS A BANK CLOTHIERS INC,JOSB,480838101,2014/6/19,1
176481,2010/1/4,MGM ENERGY CORP,MGX.3,59318A100,2014/6/17,1
160892,2010/1/4,DFC GLOBAL CORP,DLLR,23324T107,2014/6/16,1
162854,2010/1/4,COHEN & STEERS DIV MAJORS FD,DVM,19248G106,2014/6/16,1
110808,2010/1/4,SUMMIT FINANCIAL SERVICES GP,SFNS,86606J105,2014/6/12,1
107003,2010/1/4,INTERNATIONAL ENEXCO LTD,IEC.,45945G107,2014/6/11,1
17103,2010/1/4,NUVEEN CAL PERFORM PLUS MUN,NCP,67062Q106,2014/6/9,1
22253,2010/1/4,NUVEEN CA MUN MKT OPP FD INC,NCO,67062U107,2014/6/9,1
23467,2010/1/4,NUVEEN CA INVT QUAL MUN FD,NQC,67062A101,2014/6/9,1
24059,2010/1/4,NUVEEN CA SELECT QTY MUN FD,NVC,670975101,2014/6/9,1
24705,2010/1/4,NUVEEN CA QLTY INCM MUN FD,NUC,670985100,2014/6/9,1
28463,2010/1/4,NUVEEN CA PREM INCOME MUN FD,NCU,6706L0102,2014/6/9,1
129469,2010/1/4,EON COMMUNICATIONS CORP,EONC,268763208,2014/6/9,1
142131,2010/1/4,NUVEEN MASS DIVID ADV MUN FD,NMB.1,67069P101,2014/6/9,1
147750,2010/1/4,NTS INC,NTS,62943B105,2014/6/9,1
151576,2010/1/4,NUVEEN MA AMT-FREE MUNI INCM,NGX,67072F108,2014/6/9,1
140905,2010/1/4,EPL OIL & GAS INC,EPL,26883D108,2014/6/4,1
11669,2010/1/4,ZALE CORP,ZLC,988858106,2014/6/3,1
164105,2010/1/28,FIRST SOUTHN BANCORP INC/FL,FSOF,33644N102,2014/6/3,1
18423,2010/1/4,MIDWEST BANCSHARES INC/OH,MDWE,59825P103,2014/6/2,1
23107,2010/1/4,FIRSTBANK CORP,FBMI,33761G104,2014/6/2,1
31739,2010/1/4,TECHE HOLDING CO,TSH,878330109,2014/6/2,1
154714,2010/1/4,JEFFERSON BANCSHARES INC/TN,JFBI,472375104,2014/6/2,1
164369,2010/1/4,VOCUS INC,VOCS,92858J108,2014/6/2,1
184876,2010/5/13,SANDSTORM METALS & ENRGY LTD,SND.,80013L308,2014/6/2,1
61996,2010/1/4,ARTHROCARE CORP,ARTC,43136100,2014/5/30,1
186487,2010/1/4,CANADA FLUORSPAR INC,CFI.,135047108,2014/5/30,1
7575,2010/1/4,MORGANS FOODS INC,MRFD,616900205,2014/5/29,1
105769,2010/3/16,CANCOR MINES INC,CAOMF,136918109,2014/5/29,1
3538,2010/1/4,CANADA BREAD CO LTD,CBY.,134920107,2014/5/27,1
140626,2010/1/4,BEAR LAKE GOLD LTD,BLG.,07381Q205,2014/5/27,1
108550,2010/4/16,TOUCHSTONE EXPLORATION -OLD,TCHSF,89156A102,2014/5/20,1
162457,2010/1/4,HOME FEDERAL BANCORP INC,HOME.1,43710G105,2014/5/19,1
61900,2010/1/4,LCA VISION INC,LCAV,501803308,2014/5/13,1
14182,2010/1/4,AMCOL INTERNATIONAL CORP,ACO,02341W103,2014/5/12,1
